Fecha,ALPEKA,ALSEA,AMXB,ARA,AC,ASURB,AUTLANB,AXTELCPO,BACHOCOB,BIMBOA,BOLSAA,CEMEXCPO,CHDRAUIB,ELEKTRA,FUNO11,FEMSAUBD,GCARSOA1,LABB,GENTERA,GFNORTEO,GFINBURO,GISSAA,GMEXICOB,GAPB,GRUMAB,HERDEZ,HOMEX,ICHB,KIMBERA,LIVEPOLC-1,MEGACPO,MFRISCOA-1,OMAB,ORBIA,PE&OLES,PINFRA,Q,RA,SIGMAFA,SIMECB,SORIANAB,SPORTS,TLEVISACPO,VESTA,WALMEX
2013-04-10,15.312642464,34.197741315,9.0905304622,3.879733156,66.822749371,107.57293697,8.0600908858,3.67,26.817125576,35.258926268,20.918558672,11.486148805,38.850652323,484.15148552,17.558585594,110.39986142,60.592051336,24.856159333,16.153471184,57.545619988,29.910207457,16.221943,29.92773972,42.809139277,44.590553908,26.52379818,17.389964061,98.35922083,22.931592698,136.01028033,22.292952159,59.749913205,25.928429818,39.305841757,474.44135683,82.343988932,17.449925546,44.115529993,17.37640831,53.696637847,45.768137257,18.17150229,57.869122596,17.54408457,26.701555331
2013-04-11,14.950306274,34.068970907,9.0997035504,3.9529356684,66.782250735,107.86463821,8.0674719214,3.68,26.800683439,35.21542895,20.72273516,11.455661349,38.903082353,488.33927184,17.266202397,109.72094936,60.050052296,25.415569033,16.275027405,57.784547204,30.535393312,16.492897749,29.96339628,42.644383128,43.39790263,26.197223544,16.326414757,99.412419924,22.759336602,136.54264276,22.195976676,59.705165096,25.228627832,39.638169,469.6010504,83.543692556,17.378409457,43.983107733,17.393251355,54.25695059,45.804928364,18.152354237,57.860568402,17.913631514,26.906008281
2013-04-12,15.107843748,33.976992043,8.9987995796,3.7845698899,66.809249826,107.01546347,8.0527098502,3.64,26.96510481,33.858312617,20.878242066,11.295602209,39.112802473,481.27474041,17.114163135,110.31225987,59.258561636,25.064894296,15.782049396,57.605351792,29.84439842,16.616594482,29.190837471,42.292903344,43.414129178,26.464420973,14.665785141,98.713478707,22.517101468,129.97129412,22.389927642,58.340347756,26.173615916,40.465728997,459.45550244,83.046999973,17.693080246,43.995719377,17.387637007,53.500528387,45.777335034,18.181076316,56.808402536,17.362442852,26.885562986
2013-04-15,15.002818765,33.976992043,8.8245109027,3.2794725545,66.026276197,109.58243443,7.6615149629,3.49,26.833567713,33.67921433,20.290771531,10.784937332,39.016680752,486.06617161,16.743811085,110.75756778,58.690753118,23.829183318,14.492202826,56.345010727,28.964202546,16.634265444,27.158413526,42.199541527,43.292430067,26.517860459,11.988253121,96.808145801,22.904677683,129.51379517,22.241612198,56.147690391,25.948861993,39.573006795,401.87827242,81.014381092,17.72883829,44.954204306,17.005861315,53.818038941,45.078303998,18.037465919,55.379852134,16.867625758,26.435766495
2013-04-16,15.212868731,34.022981475,8.9162417853,3.3746358206,67.335732093,111.3326419,7.6688959985,3.5,27.145968318,34.657702529,20.227416865,10.922130881,39.829346218,489.92383964,17.453327643,109.82315118,58.966054218,23.996171288,15.005440205,56.936355587,30.025373273,16.728510574,27.128699726,40.584931271,42.943559285,26.238787588,10.812751259,98.062410176,22.753953599,131.46024527,22.099001194,57.031465554,24.917037166,39.983528684,403.11533187,82.95530288,17.807505987,45.691985467,17.106919586,51.875621433,45.335841748,18.14278021,54.644191447,16.748619115,26.606143954
2013-04-17,14.640482575,33.590680818,8.6593953141,3.2062700421,67.436978683,107.19048422,7.6098477136,3.48,27.203515798,35.216838642,20.094948019,10.739206149,39.672056128,471.49380705,17.188233545,109.4362443,58.991863696,24.229954446,14.55973406,56.189708037,29.630519049,16.722620253,25.74997939,38.992288501,43.0328053,25.478759344,10.878056918,99.556037982,22.53863348,132.82442397,21.768143664,56.975530417,22.83806338,39.514360812,406.76839333,81.870220621,17.871870467,46.36670841,16.775673031,51.474063967,44.379272963,19.014016621,53.018894582,16.729828592,26.803781806
2013-04-18,14.803271298,32.698485846,8.8428570792,3.3599953181,66.86999778,105.75142475,7.4179407878,3.56,27.211736866,35.033372105,20.215897835,10.419087867,39.838121522,468.55103829,17.546890266,109.39974365,59.47364062,24.497135198,14.735315268,55.096280868,29.696328086,16.669607368,24.668397057,38.530971285,42.667707969,25.53219883,11.241902732,100.13051021,23.556021043,133.43164986,22.247316638,58.340347756,23.415272318,38.510862862,399.5203873,82.527383116,18.229450908,45.559563208,16.511798656,52.127762167,44.526437391,19.243793257,53.232749433,16.911470311,26.991366593
2013-04-19,14.756010056,33.921804726,8.8061647262,3.4624788355,68.219952312,107.57293697,7.3810356097,3.72,27.507695334,35.461460692,19.755136631,10.640121919,39.688750533,463.40119295,17.59757002,109.0420373,59.783354356,24.03791828,14.978427711,57.029378709,29.85262455,16.640155765,24.92393574,38.014735353,43.576394658,26.131908616,15.757322585,101.40392366,23.523723025,133.40669537,22.247316638,58.519340194,24.487961495,39.123387584,407.44919114,82.527383116,18.415392738,48.353042308,17.073233496,53.164340741,45.666961712,19.033164674,53.429495895,16.598294934,27.185898965
2013-04-22,15.071085004,33.98618993,8.9987995796,3.4039168256,68.368447311,99.956293346,7.4622270014,3.74,27.129526181,36.282691858,19.173425611,10.571525144,39.63603136,459.17567882,17.80418748,109.88885234,59.774751197,24.213255649,14.985180834,57.178999285,29.005333194,16.375091336,24.9893061,38.960704685,43.60073448,26.410981487,14.022057931,98.914543989,22.834698644,134.67105612,22.344292121,57.277580156,23.946508863,39.722879866,408.37906133,80.670516996,18.458302391,46.291038548,16.719529547,52.996246919,45.069106221,19.033164674,54.148048194,16.905206803,27.081685195
2013-04-23,15.207617481,34.354105382,9.118049727,3.2501915496,68.827431852,98.983955862,7.7869925683,3.72,27.491253196,36.19532684,18.977602099,10.867558336,40.409245893,461.69400979,18.408446087,110.16625727,59.361799548,24.138111062,15.039205822,57.60392172,29.128725139,16.492897749,24.917992979,39.112740966,44.460741524,26.511922739,14.675114521,98.780500468,22.920826692,133.98896677,22.104705634,58.060672072,23.839239945,40.506368621,403.43912595,81.717392134,18.393937911,47.344110804,16.528641701,52.856168733,44.094141883,19.253367284,54.575757895,16.880152773,26.921890746
2013-04-24,15.328396211,34.492073677,9.1730882565,3.0525447661,68.306790385,96.747579649,7.8312787819,3.61,27.515916402,35.566298713,18.827854708,10.875485074,40.356526721,473.20099021,18.630657317,103.4866386,58.837006827,23.979472491,14.330127864,55.59302118,27.820770523,16.534129993,24.799137778,38.437024163,44.541874264,26.232849868,13.620894597,97.813472209,22.716272578,132.13401646,22.041956792,58.519340194,23.287571226,39.873048544,407.71486834,80.777496937,18.336725041,44.449738554,15.989664254,53.052278193,44.38847074,19.329959496,53.857205597,16.911470311,26.379979139
2013-04-25,15.438672443,34.951967993,9.0905304622,3.1184270273,68.484904571,94.109303942,7.9272322448,3.74,27.787211664,36.370056876,19.835769842,10.930972243,40.822212746,481.30303627,18.50200871,101.96091149,61.86531892,23.111135047,14.492202826,55.180068391,29.326152251,16.646046085,25.666780749,37.513544531,49.555877596,27.545086133,13.452965759,99.546463445,22.517101468,129.84652168,22.190272236,58.720706687,23.829023858,40.434548818,429.89891429,84.185572203,18.386786302,43.819156364,16.1805521,53.677960756,45.50140173,19.320385469,54.447444985,17.425077927,27.053894856
2013-04-26,15.391411201,34.436886359,8.9070686971,3.0745055199,66.148868514,94.063928193,7.8977081024,3.87,28.362686462,35.085791115,19.58235118,11.144994179,41.08580861,485.27388771,18.178437972,101.15059709,61.134050375,21.508050535,13.729099881,54.162648475,29.219212566,16.492897749,25.268615824,37.699366652,51.63287574,27.171009732,9.8984720326,95.486859665,22.603229516,130.04615759,22.389927642,57.546068813,24.166154742,40.147269608,418.25062968,82.259933264,18.894550529,43.775015611,15.776319014,51.810251613,45.483006177,19.148052992,52.813593925,17.130693074,26.60230185
2013-04-29,15.33889871,34.58405254,8.9621072266,2.986662505,66.943531806,95.165910675,7.8608029243,3.84,28.296917913,35.819657264,19.369249123,10.851704859,41.024302909,487.79221867,18.35386789,100.74178983,61.822303123,21.073881813,14.060002928,53.821513562,30.206348125,16.433994543,25.577639347,38.656632124,50.586263394,26.70786752,9.599931877,95.74537217,22.700123569,132.33176677,22.418449843,58.474592085,23.772835377,40.264792921,416.40749413,82.450968873,19.452376018,43.314690612,15.894220331,52.893522916,45.832521694,19.310811443,52.805039731,17.506503525,26.296608122
2013-04-30,15.21811998,34.142553997,9.2464729625,2.9354207463,68.601363847,97.681023633,7.9346132804,3.93,28.296917913,34.5179185,19.052475795,10.851704859,40.690414815,493.55514084,18.20572707,100.807491,59.628497488,21.92552046,13.654815524,54.797039717,29.268569344,16.375091336,25.82723527,39.140895833,49.207006814,26.25660075,9.2267566826,93.686846668,22.673208554,128.08587234,22.458380924,58.060672072,23.823915814,40.408432526,420.90740165,82.718418725,19.659772674,42.24270089,15.832462498,52.342548719,45.979686123,19.081034807,52.736606179,17.525294048,26.845467314
2013-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-02,14.845281291,34.317313837,9.1639151682,3.0013030075,69.142556951,95.133499425,7.9493753517,3.93,27.959854103,34.378134472,18.989121129,10.978532673,39.873267637,494.94163766,17.714523299,102.98409158,61.314716722,22.651918129,13.830396732,54.384086927,28.429504118,,25.399356545,39.326717954,48.079261728,26.185348102,10.07573025,90.450653089,22.323313361,129.50395103,22.32147436,56.606358513,23.262031007,40.016688149,405.96305932,83.421429767,19.595408195,42.564297806,15.854919892,51.035152319,44.967930677,19.052312727,52.385884224,17.356179345,26.630092189
2013-05-03,15.107843748,33.048005526,9.3748961981,3.1330675298,69.882415878,93.098072959,8.5250961292,4.05,28.157159748,34.238350444,20.17558123,11.414503285,40.778280102,504.5527959,17.363663463,104.55771497,62.717031696,22.935797678,13.506246809,54.180602944,28.404825729,16.492897749,25.969861512,38.54964363,48.525491798,25.633140081,9.805178234,90.75703828,22.603229516,132.67377399,22.355701001,57.38945043,23.180302308,39.742467085,407.23332842,83.788218136,19.509588889,42.633661847,16.006507299,52.632043636,45.887708355,18.985294542,52.548413911,17.487713003,26.970523839
2013-05-06,14.829527544,33.327836225,9.3015114921,3.140387781,68.683570394,92.728584715,8.7096220195,4.21,28.444897147,33.460801786,20.693937585,11.48584393,40.743133987,508.50478344,17.697814807,102.94732468,61.891128398,22.835604896,13.411703081,53.755680508,28.072411151,16.375091336,25.494440706,38.870609112,49.458518308,25.53219883,9.8611545132,90.41235494,22.544016483,132.13156743,22.429858723,58.262038565,23.951616907,39.474775094,404.30257684,84.048026564,19.645469456,43.957884446,16.000892951,52.641382181,46.27401498,18.793814012,52.616847463,17.381233375,26.359136385
2013-05-07,14.740256309,33.719599203,9.2464729625,3.294113057,69.930369697,93.512936952,8.77605134,4.6,28.650423861,34.456762988,20.6996971,11.469990454,40.743133987,506.04304419,17.870783233,104.49888793,63.259030736,22.676966325,13.215862502,56.185518661,28.828654316,16.286736527,25.969861512,38.729834777,49.085307704,25.35406721,10.094389009,91.657044778,22.226419307,132.40684153,22.464085364,57.904053689,24.518609757,40.055862587,408.86890367,83.49784401,19.652621065,44.448002763,16.343368203,52.417257084,46.163641658,19.004442595,53.266966209,17.331125315,25.532373805
2013-05-08,14.997567516,33.533045404,9.2372998743,3.3380345644,68.834282398,96.002120911,8.812956518,4.64,28.921719122,33.941309383,20.365645227,11.255968517,40.778280102,502.95879616,17.57988179,102.40317453,60.944780869,22.493279558,13.080800034,54.743176309,28.296790991,16.380981657,26.076831193,38.926918845,48.46869888,25.71033045,9.7771900944,92.308113309,21.914205134,131.29740349,22.452676484,57.423011512,25.029414127,39.794699668,408.04806869,87.03582349,19.80995646,44.473463455,16.573556488,53.453835658,46.172839435,18.956572462,54.738287582,17.531557555,25.03909529
2013-05-09,14.619477579,33.766237653,9.0538381091,3.3526750669,69.430279867,94.016789056,8.812956518,4.77,28.609318518,33.950045885,20.463556983,11.065726795,41.129741254,512.25870001,16.750419568,101.41782157,61.333845295,22.342990385,12.837687592,54.491813742,28.246928804,16.40454294,25.232959263,38.324404696,50.94324745,25.71626817,9.6745669159,91.676193852,22.0326312,127.86064807,22.812056214,56.315495802,24.983441734,39.892635763,410.90829779,87.509591801,20.103172422,44.778991757,16.343368203,53.491189841,45.979686123,18.899128303,54.498770149,17.694408751,24.907091181
2013-05-10,14.897793783,33.169265495,9.0446650209,3.3965965743,69.663198418,94.6297103,8.8350996248,4.68,28.494223558,33.338490761,19.904884023,11.501697407,41.182460427,515.22033268,16.215789889,102.61642256,60.080193256,22.36803858,12.776909481,53.8574225,27.016994864,16.375091336,25.149760622,38.425762216,52.152125276,25.71626817,10.01975397,92.44215683,21.951886155,127.42688283,22.806351774,57.188083937,24.825092379,39.912222982,396.93717872,88.671088304,19.960140245,45.06542454,16.017735996,53.248387653,46.246421649,18.90870233,55.131780507,17.381233375,25.268365586
